Unnamed: 0,Age,Grade,Gender,Race,SES_Quartile,ParentalEducation,SchoolType,Locale,TestScore_Math,TestScore_Reading,TestScore_Science,GPA,AttendanceRate,StudyHours,InternetAccess,Extracurricular,PartTimeJob,ParentSupport,Romantic,FreeTime,GoOut
63859,15,10,Male,Hispanic,3,Bachelors+,Public,Rural,68.74810752414831,61.20837537808413,68.7611364324811,3.001217910001185,0.8890166371643982,1.2717567664659764,0,1,0,1,0,3,2
50951,18,12,Male,White,4,Bachelors+,Private,Rural,83.17592320307375,76.99983881577782,70.66965370174482,3.2895315208901064,0.9218368995874032,1.254119383259777,1,0,0,0,0,1,2
187977,16,11,Female,Hispanic,4,<HS,Public,Suburban,75.44198576979468,72.21149979684074,63.852669499237535,2.932528216573548,0.875653930525492,0.2873488529385233,1,1,0,0,0,4,2
163976,18,12,Female,Hispanic,2,HS,Public,Rural,85.74118156227463,71.113571544008,90.19732383867913,3.5866897022532616,0.9080935056173546,1.572153660394259,1,0,1,1,0,4,1
234448,15,10,Female,Hispanic,4,Bachelors+,Private,Town,85.1949019415617,60.128314309820766,78.37195171908995,3.0297435625015474,0.8984254136008181,0.9173617644145438,1,1,0,0,0,2,2
65396,15,10,Female,White,4,SomeCollege,Public,Town,81.28983532597837,76.83112338800295,74.06831913459779,3.040007475328728,0.8855607675613544,0.9578926201267968,1,0,0,1,0,3,2
92701,16,11,Male,Hispanic,1,HS,Public,City,70.40913208415441,69.38025858886009,71.78712813903579,2.6296931968227053,0.900844889509766,1.402154412660249,0,0,0,0,1,4,3
66080,18,12,Female,Hispanic,1,SomeCollege,Public,Suburban,79.24370642242619,79.02790778236644,65.62013621001998,2.333003571925579,0.8881956710613321,1.0788136518881726,1,1,1,0,0,2,1
188843,15,10,Male,Hispanic,1,HS,Private,Suburban,80.96508147949837,79.91412779183021,82.80174924707705,3.0304768987897464,0.9500198384357476,0.8660045836027307,0,1,0,0,0,4,3
189720,17,12,Male,White,3,HS,Public,City,63.31342643231946,67.68709065682765,67.80729844358227,2.445323451765681,0.8391712044315062,1.0737435504588166,1,1,0,0,0,2,2
91643,16,11,Female,White,1,<HS,Public,City,84.91527607094801,89.63750160568091,96.60967076191427,3.563206893977869,0.9982948099888376,1.1777314088432738,1,0,1,0,0,2,2
211114,14,9,Female,Asian,4,Bachelors+,Public,Suburban,67.600941933573,78.40628893846771,82.74438989610512,3.434504536330738,0.9076542010192712,0.6901938119969531,1,1,0,1,0,1,2
64037,17,12,Male,Hispanic,2,SomeCollege,Public,Suburban,76.56705107782977,84.85338235203278,78.40636541488338,3.1134637879864364,0.9129901019619572,0.982629236191829,0,1,1,0,0,4,2
149238,17,12,Female,Black,4,Bachelors+,Public,Suburban,81.08118838022055,90.09195313669952,88.64276873098156,2.837213047130497,0.9769077136011556,1.5613763012997144,1,0,0,1,1,2,3
22484,18,12,Male,White,1,<HS,Public,Town,65.05674805168026,57.36893165637616,66.17949548650955,2.251945954114605,0.837040716568269,0.9232360952401,1,1,0,0,0,3,3
186893,18,12,Male,Black,4,SomeCollege,Private,Town,63.76543488216341,70.7886590687127,70.32096585246545,2.77997726867569,0.8646528653381332,0.0252301414295387,1,0,0,1,1,2,1
158311,14,9,Female,White,4,Bachelors+,Public,Rural,66.36698590779048,71.3641277101498,72.36538254775104,2.928314275445002,0.9007350117735128,1.0684202451005118,1,0,1,1,0,3,1
221369,15,10,Male,White,1,HS,Public,Suburban,85.5367721211797,76.29045227743434,83.44449123180428,3.5582575799375435,0.9249049392152427,0.9987047719117316,1,0,0,0,0,2,3
184067,16,11,Female,Hispanic,4,SomeCollege,Public,City,74.52358266912637,82.60006123092083,74.28312212679414,3.1453170819641514,0.8924264228728146,0.9366891449076624,1,1,0,1,0,3,3
144546,17,12,Male,White,2,SomeCollege,Public,Suburban,74.36034521851683,74.49811093081877,73.20963436552252,2.5898341710884845,0.9501164923070692,0.9435330618279076,1,1,0,0,1,3,3
131537,16,11,Female,Hispanic,3,HS,Public,City,90.43222440375636,85.16022926795435,70.08431647252915,3.294785886600006,0.9504398517164682,1.1121923290033946,1,0,1,0,0,4,2
123342,14,9,Male,White,1,<HS,Public,Town,69.20893776250962,68.00939788542473,66.72415728068948,2.622777981652085,0.878621905616389,1.1222053280459354,0,0,0,1,0,4,1
169100,18,12,Female,White,2,<HS,Public,City,67.44311772325233,73.77700508262544,78.82492954571644,2.840722881633436,0.9191473781899976,0.9497184996717952,1,0,0,0,0,3,3
148285,16,11,Female,White,3,<HS,Public,Suburban,63.80583943154457,66.32241931235623,66.04777967201346,2.384270975272977,0.8107545610296691,1.2064975637024715,1,1,0,1,0,2,3
227919,18,12,Male,Hispanic,2,SomeCollege,Public,Suburban,82.35371142344312,85.67226638442284,88.79223768889307,3.254275515905002,0.9493720095627208,1.4303319071176066,1,0,0,1,0,3,2
81787,16,11,Male,Hispanic,4,SomeCollege,Public,Rural,94.3976459768521,89.80688413427275,88.42877830087697,3.478087034175649,0.9816962405589214,1.2352861391000287,1,1,0,1,0,3,2
83888,14,9,Male,White,4,HS,Public,Rural,65.04700399196452,71.35243540525911,78.50213121213409,2.884526546344834,0.9102333950066128,0.9220596230337892,1,0,0,1,0,4,2
220233,15,10,Female,Hispanic,3,<HS,Public,Suburban,74.34582483638783,80.25843419757575,68.25100267731443,3.0243960395278493,0.9005676633947228,1.6348472108416057,0,1,1,1,0,3,2
117212,18,12,Male,Two-or-more,3,Bachelors+,Public,City,79.41192866830599,76.59350026131064,91.37299855343988,3.1773912917399816,0.9402180644626944,1.4599690770984377,1,1,0,1,0,2,2
16754,18,12,Female,Hispanic,3,Bachelors+,Public,Rural,64.77167232690024,65.56803754955625,64.91099479087582,2.617093842712524,0.8673829280118199,1.0591816185152856,1,1,0,1,0,3,3
210201,18,12,Male,White,3,SomeCollege,Private,Suburban,60.73554476462412,66.65929025452027,62.523891437561474,2.347176548058808,0.8707652691698262,1.2177509805721072,1,0,0,1,0,4,3
207889,15,10,Female,Hispanic,2,Bachelors+,Public,City,89.51107246478674,92.2522843546018,93.08531347688276,3.974858043040794,0.9730646613648162,1.1193586659455432,1,0,1,1,0,3,2
124179,15,10,Female,Hispanic,3,SomeCollege,Public,Suburban,58.61465822551634,67.41447565559506,67.45036709383405,2.569673778256824,0.8438937788876566,0.4445825073501764,1,1,0,1,0,2,2
82902,17,12,Male,White,2,<HS,Public,City,65.11367849736658,67.48263618199151,80.39800238465043,2.6384119223046776,0.8777661820704031,0.6770827654427372,1,1,0,0,0,4,1
47663,17,12,Male,Hispanic,4,<HS,Public,City,81.2245837859673,82.78799348755244,74.59354864467662,3.583871610253519,0.8836139667726437,1.2567386117533874,1,1,0,0,0,3,3
145769,18,12,Male,Hispanic,3,HS,Public,Rural,84.19128565842729,89.6956719335323,79.87152855035019,2.856759486081811,0.9465964202603362,0.9591247092608411,1,1,1,1,0,3,2
55363,18,12,Female,White,3,Bachelors+,Private,Suburban,64.08999689996571,66.18666908423825,59.97785091061128,2.9290098474951,0.8131346971162945,0.964454256111142,0,1,0,0,1,3,2
200199,18,12,Male,Two-or-more,3,Bachelors+,Private,Rural,86.23140485838577,79.35660930269859,77.94278857177434,3.4096354418060697,0.9103033461122438,1.0572931204816711,1,0,0,1,0,2,1
214018,16,11,Female,Hispanic,4,Bachelors+,Public,City,57.03620161543979,67.07351019167646,60.71555315997503,2.465204442384849,0.8167159008795136,1.0348497764167264,1,1,1,1,0,2,2
221072,18,12,Male,White,3,SomeCollege,Public,City,75.52901319552437,81.86994753331045,67.77192331134876,2.615653243703112,0.9561101867542556,0.5984320921704206,1,1,0,1,0,3,1
16185,17,12,Female,Hispanic,3,Bachelors+,Public,Rural,82.24930373595406,76.22247811730772,92.86050192392328,3.648724295398513,0.9464190307749132,0.9380657065628076,1,0,0,1,0,4,2
17257,16,11,Female,White,1,<HS,Public,Suburban,81.31557893131938,68.18425453125501,86.09690152291233,2.814826761419963,0.9110610813682164,0.9577844294333268,1,0,0,0,0,4,3
150590,18,12,Female,White,4,SomeCollege,Public,Suburban,81.57239459932684,73.89174392642816,73.81362974706717,3.136459685078571,0.9269767374267543,0.6380230109440344,1,1,0,1,0,3,3
89575,14,9,Male,Black,1,SomeCollege,Public,Suburban,71.10924275900861,65.02353008283875,65.9939180166816,2.349332862786809,0.8170572284909711,0.1578684767853855,1,0,0,0,0,4,1
114112,17,12,Male,Hispanic,4,SomeCollege,Public,Rural,62.58422704790349,77.59860062712721,73.93140035979081,3.240061810652548,0.8678148530749166,0.9416394275930032,1,0,0,0,0,4,3
162853,16,11,Female,Hispanic,3,HS,Public,Rural,77.56719757486651,67.05189181842537,64.53328377287066,2.466507777608096,0.8965235715863689,1.1439932285253287,1,0,0,0,1,3,3
112435,14,9,Female,Hispanic,2,SomeCollege,Private,Rural,67.43281342981089,63.4551078422028,67.46341860010092,2.570314582795306,0.851346545823002,0.7867468709530571,1,0,0,1,0,3,1
159415,17,12,Male,White,2,HS,Public,Rural,70.69003850289121,77.24433363162247,71.73032690938,2.434973233853812,0.8855324765438448,1.0520715705374686,1,0,0,0,0,4,2
89477,16,11,Female,White,3,Bachelors+,Public,City,62.9173270843134,77.08015279087857,71.50151721175392,2.46840589521416,0.8874703332376659,1.002733090590675,1,0,1,1,0,2,4
161197,15,10,Male,White,3,HS,Public,Suburban,82.18898583714878,78.25127759399898,77.83552236381685,3.453966061286579,0.9121065338372668,1.2792039853096018,1,1,0,0,0,4,2
147022,15,10,Female,White,2,Bachelors+,Public,City,63.76593117822976,61.22874311237437,62.31342690843578,2.3309193881030663,0.8302073078093565,0.8711505119593772,1,1,0,1,0,3,4
126280,16,11,Female,White,2,<HS,Public,Suburban,67.70923674515436,82.23041693643574,70.51273591054462,2.7350153032224904,0.914602214658469,1.0880118466690232,1,1,0,1,0,4,2
196114,17,12,Male,White,3,<HS,Public,Rural,73.24688586307025,84.12402718847099,78.61106986555508,3.038759064250701,0.9331782787970534,0.6844034786168988,1,1,0,0,0,2,2
91245,14,9,Male,Hispanic,2,<HS,Public,City,78.31961031751443,69.02865604266536,82.00686681367766,2.992554936360184,0.9072764509694812,0.9925800511993694,1,1,0,0,0,2,3
206191,18,12,Female,Other,1,<HS,Public,Suburban,73.3348231269208,59.51169266260823,64.95346990791472,2.855988841112065,0.8549171749863208,0.429346649874142,0,1,0,1,0,3,2
8282,18,12,Female,Hispanic,4,<HS,Public,Rural,69.26492928972041,71.02043162781123,71.7117824684061,3.0718125663030933,0.9106575850370106,1.05164022668639,1,0,0,0,0,2,2
138042,17,12,Male,White,2,<HS,Private,Rural,78.80797918992484,74.52914714838532,78.49461220563154,2.9201792957040125,0.92674676230763,0.9755225790336556,1,1,0,1,0,3,2
209650,15,10,Female,Asian,4,SomeCollege,Public,City,77.94443742037261,74.9119111283836,72.17186043055143,3.2733349107824057,0.8823232856442916,1.279475024128962,1,0,0,0,0,4,3
216575,16,11,Male,Two-or-more,4,Bachelors+,Public,Suburban,88.36375301132769,83.60680684057485,86.20592856453577,3.625851621756957,0.9777319716353754,0.9115503561475606,1,1,0,1,0,5,3
110346,18,12,Male,Hispanic,2,HS,Public,Suburban,72.0915499521586,69.30554419295656,77.04761585929332,2.9642671638656326,0.9418905673703392,0.4945230501648905,1,0,0,1,1,3,2
228208,15,10,Male,Hispanic,2,Bachelors+,Private,Suburban,69.68040507858653,65.02854718398167,77.79871557002862,2.591968301243828,0.8546968978761822,0.4189667735672279,1,1,0,1,0,5,1
39506,15,10,Female,Hispanic,1,<HS,Public,Suburban,71.11904146515084,74.98740535040571,73.35815900910603,2.966289985828677,0.8906535898785404,0.7057551557494272,0,0,0,0,0,4,3
58588,15,10,Male,Black,3,HS,Public,City,73.69345954281228,80.37358829144834,87.36897149860332,3.6790603239311217,0.970661468495357,1.4369458237007295,1,1,0,0,0,3,1
159199,16,11,Female,White,3,HS,Public,Suburban,57.56619274682201,81.84175125648767,57.09971735274878,2.581214600837097,0.8678988874879104,0.8530224394503821,1,1,0,1,1,3,1
191759,18,12,Male,Hispanic,3,SomeCollege,Public,City,79.60532044622379,88.64419546944985,79.42210984841587,3.279037706824828,0.9346110095191787,1.33791868729878,1,0,0,1,1,3,1
66054,14,9,Female,White,1,<HS,Public,City,70.95203506265888,80.93205280314572,81.62354604203955,3.480454990982202,0.9200940573810577,1.8462817518703467,1,1,1,0,0,3,1
177843,16,11,Male,White,4,<HS,Private,Suburban,82.7992169098495,75.5073159523337,80.46957108323379,3.41894400731439,0.929788058155747,0.6608158515255649,1,0,0,0,1,2,1
216893,15,10,Male,Black,2,<HS,Public,Suburban,90.78779261843783,81.33230786125095,87.54675973630232,3.067125066245908,0.9551299236950722,1.2964168471808968,0,1,0,0,0,3,2
223627,16,11,Female,White,3,HS,Private,Rural,65.11750549382143,66.6080984114129,70.72888471669214,2.609268928895509,0.8598538645383614,0.8084537512153662,0,1,0,0,0,4,3
138975,15,10,Male,Asian,3,SomeCollege,Public,Town,67.51997510857818,67.3946968575347,65.56639481196672,2.7763170667487325,0.8513294364791555,1.0617077944887785,1,1,0,1,0,3,3
234117,15,10,Female,White,3,HS,Public,Suburban,80.1934629346736,76.98815957714449,67.50999245960352,3.0002629732133084,0.908927971041359,0.6825512948635382,1,1,0,0,0,5,2
141935,15,10,Female,White,3,<HS,Public,Rural,79.71456265802051,58.70166471603753,65.48924871362156,2.726291349158975,0.8915177488241524,0.8687004422794783,1,0,0,0,0,3,4
214557,14,9,Male,White,3,Bachelors+,Public,Rural,74.64751283259305,77.17779084953003,83.0102099416082,3.036149792831039,0.9058093923100096,1.2373002142754557,1,1,0,0,0,3,1
235991,17,12,Male,White,4,SomeCollege,Public,City,67.26289848396786,68.65678327489209,69.96178449464851,2.3947271312652743,0.8512283899364984,1.3466515705907445,1,1,1,1,0,4,2
203029,18,12,Female,Hispanic,3,HS,Public,City,65.50927519335642,66.06022268652312,73.93958363611122,2.860203824945265,0.8522339383999272,0.6000197002685677,1,1,0,1,0,5,1
112709,15,10,Female,White,2,SomeCollege,Public,Suburban,60.4853861525326,63.346827086385375,64.3837103890105,2.3515496038976136,0.8176020611805073,0.6108700725281074,1,1,0,1,1,2,1
204922,18,12,Female,Hispanic,2,HS,Public,City,65.04718936881437,71.71049532490306,62.23835321854176,2.459008010608427,0.8496304918037101,0.8753204737402405,1,1,0,0,1,5,3
56737,18,12,Male,Black,2,Bachelors+,Public,Rural,74.81880894198312,75.14140442514305,84.53033186319541,3.5559994787182747,0.936013966990956,0.7810845760294048,0,1,0,1,1,4,3
76452,14,9,Male,Hispanic,1,<HS,Public,City,74.09119080043743,81.59936185186166,81.40784693552436,3.0911322191459734,0.8943306319756271,0.5440253626692051,1,0,0,0,0,3,3
91444,16,11,Male,Black,3,HS,Public,City,78.42504703214723,77.62001058073173,92.86573549371344,3.355395709991184,0.9259217701877064,1.11289897247855,1,1,1,0,0,4,1
153362,17,12,Male,White,2,HS,Public,Suburban,83.3865613069608,84.94939249749625,71.34540465182133,3.872266414485504,0.922758065248838,0.7278666865232793,1,1,0,0,0,3,1
130773,18,12,Female,Black,3,HS,Public,City,98.17451741560724,90.13113059278076,96.82532980407086,3.922728339182167,1.0,1.7762081472923752,1,0,0,0,0,4,3
53132,14,9,Female,Hispanic,1,<HS,Private,Suburban,75.95494536164534,68.1798739882199,69.09895717493703,2.5290349550882656,0.8781157127985526,0.6862123096315532,1,1,0,0,0,4,1
175388,14,9,Female,Black,2,SomeCollege,Public,Suburban,100.0,86.23097239377654,89.3002280177772,3.608774092662751,0.998180904219252,1.1420134417312329,1,1,0,0,0,5,3
64378,17,12,Male,White,1,HS,Public,Suburban,90.06477905763585,70.98166017743195,77.42002695956593,3.3609299429444923,0.9001472120360899,0.4108981379870118,1,0,1,0,0,2,1
44378,18,12,Male,White,4,Bachelors+,Public,City,78.17150168677234,80.62004658252168,80.68584235311086,3.1335317338131063,0.9040774631324952,0.7201493541693345,1,1,0,1,0,4,3
154554,17,12,Male,Hispanic,3,HS,Public,Suburban,74.9153789705684,68.52225838331975,67.48513791117173,2.668820655290208,0.8577555699725451,0.9953639186181724,1,0,0,0,0,4,3
91839,15,10,Male,White,4,Bachelors+,Private,Suburban,72.96015340069034,79.32471672349732,80.70614492274879,2.6012627546050133,0.9219724664792388,0.8688768812412906,1,0,0,0,0,4,2
39751,17,12,Male,Other,3,Bachelors+,Public,Suburban,89.74051385618505,80.51256592674524,75.03322580025248,3.0190937003785794,0.9173140761130903,1.1878004093793235,1,0,1,0,0,4,3
132593,15,10,Female,Hispanic,1,SomeCollege,Public,Suburban,78.91094780836363,85.47895312782282,83.64897695784384,3.0900177160032274,0.9421617591112968,2.083448145494864,1,1,1,0,0,2,2
42572,14,9,Female,Black,2,<HS,Public,City,93.21824172078756,95.1269408560781,83.98550431229533,3.612956305753036,0.9696259483641868,1.0124615556593213,1,1,0,0,1,4,1
47473,16,11,Female,Black,4,<HS,Public,Rural,79.07353835824047,80.43907448056721,78.96074463970702,2.939084664094769,0.8893631433487691,0.8401976223582703,1,0,0,0,0,2,2
186674,18,12,Female,Black,1,<HS,Public,Rural,58.41403181813249,78.32054995343476,71.37847296974005,2.8406116226405227,0.8351008134338519,0.5995905811700298,0,0,0,0,0,3,1
225254,15,10,Male,Black,2,HS,Public,Town,71.548907309433,80.78362203321164,73.54308764895825,3.1879646095604373,0.9159826376025738,0.4640095185302871,1,0,0,1,0,1,1
121552,16,11,Male,White,1,<HS,Public,City,72.84662677016999,69.56257066384423,68.92784777726352,2.8202911113267137,0.8861249417871404,0.5315921072005754,1,0,0,0,0,2,2
108168,18,12,Male,White,1,HS,Public,City,75.50846536492053,74.47703461134029,62.81993556165282,2.6619366815671825,0.8636869173486116,0.9426101729816436,0,1,0,1,0,4,3
94651,15,10,Male,White,3,SomeCollege,Public,Suburban,70.86983749919779,68.9704428602654,75.67873583710136,2.7271189901495285,0.9143030489940928,0.8528308406065893,1,1,0,1,0,3,2
227126,16,11,Male,Hispanic,1,<HS,Public,Rural,81.90870012860259,78.72977313153264,70.99385998915119,3.3823400534650827,0.8793617820655255,0.8897014199268787,1,0,0,1,0,3,2
45416,16,11,Female,White,3,Bachelors+,Public,Suburban,75.62228207479255,66.57069042903174,81.49534535635571,3.286232548206213,0.8604307014790387,0.71089931077625,1,0,1,0,0,3,1
179134,18,12,Female,Hispanic,4,Bachelors+,Public,Suburban,81.86337315991199,74.34400891139019,76.66725389383312,2.942631695113723,0.8793091627228523,0.9930630292273313,1,0,1,1,0,5,2
209634,18,12,Female,White,3,SomeCollege,Public,Suburban,61.493850909354336,63.310304886343886,65.84773284759976,2.2234109563905284,0.8453993430171193,0.9053690196893482,1,1,0,0,0,2,1
32043,14,9,Female,Black,1,HS,Public,City,66.23149799643703,68.83906411309658,66.58639543997863,2.1616957150915046,0.8310899559211671,1.1160472501654666,1,1,0,1,1,3,1
153633,16,11,Male,Two-or-more,2,SomeCollege,Public,Rural,72.55776248597904,81.14208629278676,78.2214490292918,3.081491879129812,0.9294957152001824,1.2460566765226653,1,0,0,1,0,2,1
83226,15,10,Female,White,3,SomeCollege,Private,Suburban,82.58669389629203,68.8107557386531,84.44348621967792,3.207917957148441,0.9262806638876028,0.8890423075436188,0,1,0,0,0,3,2
55771,14,9,Female,White,2,HS,Public,Suburban,92.45225548154708,85.00211520404469,79.7293579539344,3.2223429221412045,0.9508373412521778,1.2493032558740416,0,1,0,0,1,4,3
162240,15,10,Female,Hispanic,4,SomeCollege,Public,Rural,85.87483097120472,93.7037120373284,84.59416666882561,2.997260630107277,0.9621253316968186,1.761630689123682,1,0,0,1,1,2,3
117635,15,10,Male,White,3,<HS,Public,Rural,59.020194410920176,66.34418102170493,60.69369721812807,2.10066343824481,0.82731333120565,0.8539774031488547,1,0,1,0,0,4,3
130666,18,12,Female,White,2,HS,Public,Suburban,71.09986025331426,78.76287052913219,85.60135068375313,2.836095722966907,0.9451847910725094,0.9523048647095452,1,1,0,1,1,2,2
219874,15,10,Female,Asian,4,Bachelors+,Public,Rural,88.46127414809489,77.45713223046363,82.71058446018874,3.572679097107502,0.9825158748987192,1.0986117884096525,1,0,0,0,0,4,2
6059,17,12,Male,Asian,1,HS,Public,Town,79.19065713163332,80.10601785642154,87.3042902334717,2.590261508254807,0.953976241290594,1.2743408675942385,1,1,0,0,0,3,3
168512,18,12,Male,Hispanic,2,SomeCollege,Public,City,75.63287613710887,75.42255717737255,74.75224708141486,2.943351517906761,0.8983676877756275,1.0341181933640184,1,0,1,1,0,4,1
23832,18,12,Male,Asian,1,HS,Public,Suburban,84.96265237332159,77.93944199664244,69.28156969087075,3.4455031247795427,0.9106482419992296,0.9244742120942918,1,1,0,0,1,3,2
91570,15,10,Female,White,3,HS,Public,Rural,78.50412089528375,86.7074378353073,90.379537705903,3.755255071516137,0.93572486207868,1.012824972407575,1,1,0,0,0,1,3
165146,17,12,Female,White,3,HS,Public,City,84.24957811819077,77.72083239474162,72.53445341890338,2.7258829143952035,0.9214383377933132,0.4347834694153937,1,1,0,0,0,3,2
207233,14,9,Female,White,4,Bachelors+,Public,City,72.09255414331082,75.24629879441456,92.89554745910866,3.053476838397235,0.9293970302530205,0.6348438533284696,1,1,0,0,0,2,1
210804,15,10,Female,Hispanic,2,HS,Public,Suburban,64.82390992900854,70.17452799701026,80.37176095316113,2.7414124853353043,0.8949058892600639,0.475715266506038,1,0,0,0,0,4,2
229608,14,9,Female,Asian,4,SomeCollege,Private,Suburban,75.39614659971495,69.26191927428297,77.76363270043474,3.628849064582371,0.909423042516919,0.7442739833612885,1,0,0,0,0,3,1
50953,17,12,Female,Asian,3,HS,Public,Suburban,68.73129140679097,69.46126807981283,81.27859660315755,2.653679927319508,0.8898565580288668,1.3982141668046215,1,0,0,1,0,3,2
6537,18,12,Female,White,3,SomeCollege,Public,Rural,63.96667598904844,65.22454740202012,62.65637727299749,2.6730367744093977,0.8608279752725534,0.9547184064893772,1,1,0,1,0,4,2
96616,17,12,Female,Hispanic,2,HS,Public,Suburban,63.06756858111065,68.34080577583845,74.74782328370172,2.751303875715972,0.8760033681815906,0.9444409467371596,0,1,0,1,1,2,1
186699,16,11,Female,White,2,HS,Public,Suburban,79.22196023018155,90.34707527438218,89.4402606707736,3.5952791652552936,0.9579564205991904,1.911952181700867,1,0,0,0,0,2,3
132354,18,12,Female,Black,1,HS,Private,Suburban,65.37395029730573,65.37884775098327,61.70573969050733,2.598620706985344,0.834274343758771,0.5296650180695446,1,0,1,0,1,3,4
168846,18,12,Female,White,4,Bachelors+,Public,City,82.08666599088724,74.51448229032155,84.150049939219,4.0,0.9452437422502252,1.2924904688961285,1,1,0,0,0,5,2
189880,16,11,Female,Hispanic,2,Bachelors+,Public,City,74.21036986071391,72.61124748570717,80.36526115851656,2.8566827175160605,0.884809103628825,1.0948290587452334,1,1,0,1,0,2,2
208316,17,12,Male,White,1,<HS,Public,Suburban,86.36657349645722,86.47727923337484,92.80351709168366,3.627712141504146,0.9805538285201988,1.7119420872721829,0,1,1,1,0,2,1
21716,15,10,Female,Other,4,SomeCollege,Private,Suburban,59.14554131049005,64.90291798477676,61.21523584045948,2.7044329096890345,0.8122272577696048,0.900081824964212,1,0,1,0,1,2,3
49267,14,9,Female,White,2,<HS,Public,City,67.71334818997049,64.0591437785202,74.89168928893491,2.6057677840335245,0.8624293742980392,0.3460026789735632,0,1,0,0,0,3,1
13324,14,9,Female,Two-or-more,4,Bachelors+,Public,City,75.72276369215497,77.1878301990988,86.09722135596381,3.1731013814046083,0.9357049249198652,1.0140627395572293,1,1,0,1,1,4,1
12558,17,12,Female,White,3,SomeCollege,Public,City,86.80396492087941,81.36390966966286,83.48021283122941,4.0,0.9281929854539284,1.3981475555444276,1,1,0,0,0,4,3
164416,15,10,Male,White,2,<HS,Public,Town,78.57598683614312,80.21570509357753,83.48532061257634,2.999322856900643,0.9227791575914064,1.1708595242941218,0,1,1,1,1,4,1
170778,14,9,Male,Hispanic,4,HS,Public,Suburban,65.38879917569712,75.20421286963182,76.5843482338995,3.05648598353578,0.9254232719015952,0.6630769088707158,1,1,0,0,0,3,1
104715,16,11,Female,Hispanic,4,SomeCollege,Private,Town,73.53396761789082,76.74783245483538,67.67764472970975,2.525196347751812,0.9040311800457176,0.94336275872025,1,0,0,0,1,2,2
180866,17,12,Male,White,4,SomeCollege,Private,Town,71.3509718810465,62.014175003693424,57.19723470215762,2.3509486690618213,0.8567040380177748,0.5188137526764509,1,0,1,0,1,4,2
75740,18,12,Female,White,4,Bachelors+,Private,City,87.17820907711125,81.77762661868164,95.8282861456218,3.5440309659163463,0.9653345076899692,0.9787063882730864,1,1,0,1,0,3,1
34614,17,12,Female,Hispanic,3,HS,Public,Suburban,87.38047551089883,100.0,83.69757726772315,3.683906414778977,0.9929031515423948,1.085981047011448,0,1,0,0,0,3,2
110610,14,9,Male,Hispanic,4,Bachelors+,Public,Suburban,70.91126971610704,68.480757945538,69.34427996731928,2.7223213454941537,0.8633306775707124,1.0054384826184466,1,1,0,0,1,3,1
107406,18,12,Female,White,4,SomeCollege,Public,Rural,64.7265142745392,76.6644309826387,71.50116551467521,3.0157612805427263,0.8820583100777012,1.0928536309843653,1,0,0,1,0,2,1
64651,16,11,Male,Hispanic,3,SomeCollege,Public,Rural,66.85730678891514,76.61538019159808,73.60711644026061,3.045399558647695,0.8761458969107452,0.7563959839191995,1,0,0,0,0,3,1
73142,16,11,Female,White,1,HS,Public,Rural,64.3554380073897,54.61026076266489,68.26819456828848,2.592447201916716,0.8505744738732004,1.082550517338856,0,1,0,0,0,3,1
165523,18,12,Female,White,4,Bachelors+,Public,City,88.07119652851233,74.23686321397899,80.93098523570211,3.4226124077918287,0.9651782939849692,1.1801338399522432,1,1,1,0,0,2,2
102329,16,11,Female,White,4,Bachelors+,Private,City,78.13887695578222,80.19729790258408,74.37988054399838,3.06489809526362,0.9337346983979774,0.8756290453648,1,1,1,1,0,3,2
12245,14,9,Female,White,4,Bachelors+,Public,Suburban,72.87921995346956,63.15647393602824,74.33324487680082,3.1476507528935143,0.8557967869121145,0.6502810334622284,1,0,0,1,1,3,1
185797,17,12,Male,Black,1,HS,Public,Suburban,66.56849634151641,62.70591298293907,67.59970516875559,2.765960657659533,0.8312350010395002,0.4465045373179226,1,1,0,0,0,2,3
181368,15,10,Male,Black,1,SomeCollege,Public,City,63.15677892912685,60.96354215246208,71.28464362406211,2.897412847138856,0.8479883840706086,1.427576022271595,1,1,0,0,0,3,4
227542,15,10,Female,White,2,Bachelors+,Public,City,79.28818668373805,79.56601719805377,72.18125115180499,3.005533402831903,0.9268012136794718,1.166726964033742,1,1,0,1,0,3,5
169983,15,10,Male,Hispanic,4,HS,Private,Suburban,68.67317127014682,67.12256100660038,62.62442835428757,2.790326634155592,0.826990698149069,0.2522303073164152,1,1,1,0,0,2,3
178654,18,12,Male,White,3,SomeCollege,Private,Suburban,66.20809423270758,70.9541951612572,60.36962542487585,3.148264685928861,0.8399998405213553,0.2660394900536555,1,0,0,1,0,2,2
146327,17,12,Male,White,1,HS,Public,City,83.98576764532976,74.7296076698433,83.51376404239227,3.214796990875124,0.936680128449752,1.5019871169873549,1,1,0,0,0,2,1
86636,15,10,Male,Hispanic,2,HS,Public,Suburban,80.25143574171739,84.00728555202846,88.82332472134382,3.204544929402207,0.9615460938228,0.6836509003980834,1,1,0,1,1,3,1
101910,15,10,Female,White,1,<HS,Public,Suburban,58.36518102325941,72.91867001359783,76.95919120078351,2.871735479647524,0.8668266094467879,0.8558137660046122,1,1,0,0,0,5,1
32958,16,11,Male,White,4,HS,Private,Suburban,78.5249161698492,66.30677234376823,76.13091614325208,3.0242905405110334,0.9057223932418348,1.0414435106290134,1,0,0,0,0,1,2
